key,angle_degrees,psnr,ssim,model_inference_ms
001363,0,23.916256899226713,0.3064499948213082,35.35870000268915
001365,0,24.886996095993798,0.6157861986521783,30.99619999920833
001371,0,23.125435256504584,0.6917257185433079,32.06570000111242
001377,0,25.72342735837207,0.6763547948003888,34.036100001685554
001383,0,23.685510925747977,0.7519577685907343,32.05100000195671
001393,0,29.410413040958545,0.7128472249258161,40.878499999962514
001394,0,30.26145733160128,0.7331082555312216,34.64240000175778
001396,0,25.86374767857575,0.7141692713506962,34.49190000173985
001402,0,34.179465489221215,0.8984649756480455,36.25649999958114
001408,0,32.22150274615237,0.9479639772221558,35.01750000214088
001409,0,35.32006229052747,0.9150253806934356,35.8875000019907
001413,0,21.03414921176194,0.7327526250199717,33.960799999476876
001420,0,25.56264261329188,0.7142966114229485,34.32930000053602
001442,0,27.561280521784912,0.7806976761434283,34.32529999918188
001465,0,34.98267259108275,0.935676792331934,33.9337000004889
001499,0,32.03153425807952,0.9264278524991274,33.900599999469705
001505,0,26.44953940412146,0.6947187326267361,32.90980000019772
001507,0,28.091631065663908,0.7337935622228235,34.55580000081682
001508,0,22.22884440380533,0.6469826513522785,33.99329999956535
001513,0,24.914259339462042,0.7413411609295616,35.85009999733302
001524,0,28.826477070090398,0.8977617146347165,37.6801999991585
001526,0,38.62831351868169,0.9457822631449699,53.975200000422774
001527,0,37.00562292880262,0.9272454216315746,39.36290000274312
001528,0,24.03616785879093,0.6723820661775074,35.410000000410946
001530,0,29.935251585456832,0.6507449326745048,30.00120000069728
001532,0,34.572582157302406,0.8186189215812683,32.2057000012137
001534,0,27.09580949704079,0.8311839458945349,36.366000000271015
001540,0,31.30922843657924,0.9306906937155723,32.526099999813596
001544,0,24.34616340108006,0.7843278127866685,32.25930000189692
001545,0,31.56174123918884,0.8672082413939237,33.74020000046585
001550,0,29.652101451408907,0.8591761359055378,38.37250000287895
001552,0,21.921863665432575,0.8124070863487478,30.153100000461563
001553,0,25.787532840204378,0.7251100562095749,30.459900001005735
001561,0,24.908166552814265,0.8436800357964872,39.03399999762769
001564,0,33.38904851657396,0.9276405285954475,34.70650000235764
001572,0,20.199024886486082,0.6295627137284949,35.90080000140006
001573,0,20.240462542412804,0.6979532137664971,33.31820000312291
001579,0,35.48535199372018,0.9184888040308953,34.953200000018114
